City_ID,City,Country,Max Temp,Current Discription,Lat,Lng,Hotel Name
454,Ishigaki,JP,77.13,broken clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
455,Rio Gallegos,AR,46.45,clear sky,-51.6226,-69.2181,Hotel Santa Cruz
456,Pathanamthitta,IN,73.38,overcast clouds,9.2667,76.7833,Vijaya Residency
457,Fuerte Olimpo,PY,82.56,broken clouds,-21.0415,-57.8738,Hospedaje DAMI
458,Berezovyy,RU,30.4,overcast clouds,51.6667,135.7,"Hotel ""Phoenix"""
459,Quelimane,MZ,71.96,scattered clouds,-17.8786,36.8883,Hotel Flamingo
460,Tiarei,PF,87.82,scattered clouds,-17.5333,-149.3333,Le Rocher de Tahiti
461,Palmer,US,45.01,few clouds,42.1584,-72.3287,Wedgewood Motel
462,Pandan,PH,79.61,moderate rain,14.0453,124.1694,Bonifacio Lodge
463,Naze,JP,70.72,overcast clouds,28.3667,129.4833,Shishime Hotel
466,Vaxjo,SE,35.65,scattered clouds,56.8777,14.8091,Elite Stadshotellet Vaxjo
467,Nuuk,GL,25.41,few clouds,64.1835,-51.7216,Vandrehuset
469,Dubai,AE,78.73,clear sky,25.2582,55.3047,"Radisson Blu Hotel, Dubai Deira Creek"
470,Gniezno,PL,35.38,clear sky,52.5348,17.5826,Hotel Feniks
472,Lerwick,GB,37.4,overcast clouds,60.1545,-1.1494,The Lerwick Hotel
473,Sao Filipe,CV,74.77,clear sky,14.8961,-24.4956,Hotel Xaguate
474,Bambui,BR,70.27,overcast clouds,-20.0064,-45.9769,Paulinelli Palace Hotel
475,Sapernoye,RU,31.48,few clouds,60.7167,29.9505,База отдыха «Юность»
476,Orcopampa,PE,46.15,overcast clouds,-15.2661,-72.3417,Happy Wasi
477,Novobirilyussy,RU,31.73,light snow,56.9514,90.6661,Gostinitsa
478,Hambantota,LK,77.34,few clouds,6.1241,81.1185,Bungalow 63
479,Zhanaozen,KZ,53.22,overcast clouds,43.3,52.8,K.korabay 28A
480,San Carlos De Bariloche,AR,40.75,scattered clouds,-41.1456,-71.3082,Hotel Patagonia
481,Prieska,ZA,61.2,light rain,-29.6641,22.7474,Avenue GuestHouse
482,Phan Thiet,VN,81.37,overcast clouds,10.9333,108.1,Hotel Saigon-PT
483,Laguna,US,76.28,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
485,Teahupoo,PF,82.36,broken clouds,-17.8333,-149.2667,Vanira Lodge
486,Ulaanbaatar,MN,28.53,broken clouds,47.9077,106.8832,The Blue Sky Hotel and Tower
487,Kenitra,MA,52.56,broken clouds,34.261,-6.5802,Bienvenue chez vous
488,Ancud,CL,46.22,light rain,-41.8697,-73.8203,Hotel Arena Gruesa
490,Spencer,US,50.56,clear sky,43.1414,-95.1444,Days Inn by Wyndham Hotel Spencer IA
491,Kamina,CD,62.11,light rain,-8.7386,24.9906,Guest House Florvia
492,High Level,CA,37.51,broken clouds,58.5169,-117.136,Days Inn by Wyndham High Level
493,Cururupu,BR,74.25,moderate rain,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
494,Te Anau,NZ,62.46,few clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
495,Adeje,ES,61.02,few clouds,28.1227,-16.726,Gran Tacande Wellness & Relax
496,Kensington,AU,75.52,broken clouds,-33.9167,151.2167,Meriton Suites Zetland
497,South Venice,US,64.99,haze,27.0531,-82.4243,"Island Sun Inn & Suites - Venice, Florida Historic Downtown & Beach Getaway"
499,Komsomolskiy,UZ,63.32,overcast clouds,40.4272,71.7189,Ikathouse
500,Jiangyou,CN,70.29,clear sky,31.7667,104.7167,Shangping Shuyuan Inn
501,Finschhafen,PG,83.08,overcast clouds,-6.6024,147.8681,Cossam Guest House
502,Albanel,CA,37.54,overcast clouds,48.8832,-72.4487,Camping municipal d'Albanel
503,Dillingen,DE,35.69,clear sky,49.35,6.7333,Victor's Residenz-Hotel Saarlouis
504,Rapid Valley,US,48.6,overcast clouds,44.0625,-103.1463,Fairfield Inn & Suites by Marriott Rapid City
505,Lanxi,CN,69.37,overcast clouds,29.2195,119.477,Shangri-La Hotel
506,Le Port,RE,77.0,scattered clouds,-20.9373,55.2919,KORBEY D'OR OUEST
507,Saarbrucken,DE,34.09,clear sky,49.2333,7.0,ibis Saarbruecken City
508,Voi,KE,71.51,broken clouds,-3.3945,38.563,Voi Wildlife Lodge
509,Kulhudhuffushi,MV,84.54,overcast clouds,6.6221,73.07,Haajy Guest House 1
510,Lhokseumawe,ID,79.79,overcast clouds,5.1801,97.1507,OYO 3278 Penginapan Alfajri
511,Hlobyne,UA,49.8,overcast clouds,49.3878,33.2596,Versalʹskyy Dvoryk
512,Port-Cartier,CA,32.22,overcast clouds,50.0334,-66.8654,Le Q'Artier
513,Kupang,ID,81.28,overcast clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
514,Beidao,CN,67.1,clear sky,34.5686,105.8933,Shell Tianshui Maiji District Erma Road Walking Street Hotel
515,Ukiah,US,68.43,clear sky,39.1502,-123.2078,Hampton Inn Ukiah
516,Mount Pleasant,US,48.2,clear sky,32.7941,-79.8626,Best Western Patriots Point
517,Palestine,PS,48.34,clear sky,31.9216,35.2033,Grand Park Hotel
519,Bosaso,SO,80.28,overcast clouds,11.2842,49.1816,Red Sea Hotel
520,Libourne,FR,43.3,scattered clouds,44.9167,-0.25,Hôtel Mercure Libourne Saint-Émilion
521,Williston,US,46.04,clear sky,48.147,-103.618,Hampton Inn & Suites Williston
522,Goderich,CA,34.92,overcast clouds,43.7501,-81.7165,Harmony Inn
523,Richards Bay,ZA,66.07,light rain,-28.783,32.0377,BON Hotel Waterfront Richards Bay
524,Alice Springs,AU,81.95,clear sky,-23.7,133.8833,Desert Palms Alice Springs
525,Cap Malheureux,MU,75.47,clear sky,-19.9842,57.6142,Pereybere Hotel & Spa
526,Liaocheng,CN,74.97,clear sky,36.4439,115.9647,凯旋宫大酒店
527,Ngunguru,NZ,67.91,scattered clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
528,Halifax,CA,44.49,overcast clouds,44.6453,-63.5724,Hotel Halifax
529,Salta,AR,66.58,scattered clouds,-24.7859,-65.4117,Hotel Alejandro I
530,Ardalstangen,NO,33.42,light snow,61.2371,7.6983,Klingenberg Hotel AS
531,Sobreira,PT,50.59,overcast clouds,41.5237,-7.8023,Quinta de Santo Aleixo
532,Pangnirtung,CA,14.92,overcast clouds,66.1451,-65.7125,Kilabuk Lodge
534,Waipawa,NZ,62.11,broken clouds,-41.4122,175.5153,Tora Coastal Walk
535,Athabasca,CA,34.21,overcast clouds,54.7169,-113.2854,Athabasca Lodge Motel
536,Koungou,YT,76.71,clear sky,-12.7336,45.2042,Villa Netibor
537,Vung Tau,VN,80.37,overcast clouds,10.346,107.0843,Seaside Resort
538,Grindavik,IS,36.07,overcast clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
539,Bud,US,42.75,clear sky,39.447,-86.1758,Ted McQuinn Trust
540,Bocas Del Toro,PA,74.77,overcast clouds,9.3333,-82.25,Hotel Bocas del Toro
541,Guarapari,BR,79.9,overcast clouds,-20.6667,-40.4975,Hotel Porto do Sol
542,Aswan,EG,79.9,clear sky,24.0934,32.907,Nuba Nile
543,Leshukonskoye,RU,32.79,overcast clouds,64.8989,45.7622,Pryalitsa Hostel
544,Petropavlovskoye,RU,33.12,clear sky,52.0712,84.107,Zarya Hotel
545,Chokwe,MZ,66.6,broken clouds,-24.5333,32.9833,Complexo Sonho Real
546,Gizo,SB,84.45,overcast clouds,-8.103,156.8419,Imagination Island
547,Roma,US,42.96,few clouds,43.2128,-75.4557,Wingate By Wyndham Rome
549,Japaratuba,BR,81.68,few clouds,-10.5933,-36.9403,Pousada Japaratuba
550,Progreso,MX,75.31,overcast clouds,21.2833,-89.6667,Playa Linda Hotel
551,Araceli,PH,81.43,overcast clouds,10.5529,119.9913,JBryan Traveler's Inn
552,Kieta,PG,85.35,scattered clouds,-6.2167,155.6333,Uruna Bay Retreat
553,Nome,US,31.15,snow,64.5011,-165.4064,Dredge 7 Inn
554,Mashhad,IR,66.34,overcast clouds,36.297,59.6062,Khanye Sabz Hotel
555,Palauig,PH,83.88,broken clouds,15.435,119.9045,Alperi Botique Resort
556,Tukrah,LY,59.11,clear sky,32.5341,20.5791,Lagrota restaurant
557,Causapscal,CA,34.2,overcast clouds,48.3542,-67.227,Camping Causapscal chez Moose
558,Cherskiy,RU,-0.56,overcast clouds,68.75,161.3,Gostinitsa
559,Bac Lieu,VN,81.19,broken clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
560,Peniche,PT,55.45,overcast clouds,39.3558,-9.3811,Hotel Star inn Peniche
561,Camocim,BR,76.77,overcast clouds,-2.9022,-40.8411,Ilha Praia Hotel
562,Shelburne,CA,32.9,overcast clouds,44.0787,-80.2041,The Retreat at the Farm
563,Alta Floresta,BR,74.59,broken clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
564,Bani,DO,78.85,overcast clouds,18.2833,-70.3333,Hospedaje Henriquez
565,Carlyle,US,48.22,broken clouds,38.6103,-89.3726,Mariner's Village at Carlyle Lake
566,Dryden,CA,44.89,few clouds,49.7833,-92.7503,"Holiday Inn Express Dryden, an IHG Hotel"
567,Port Keats,AU,87.01,scattered clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
568,Riachao Das Neves,BR,72.97,few clouds,-11.7461,-44.91,Casa Costa
569,Chandur Bazar,IN,85.3,overcast clouds,21.2417,77.7456,Shri Tirupati Agro Agency
570,Matara,LK,77.23,broken clouds,5.9485,80.5353,Amaloh Boutique Resort
571,Kalmunai,LK,78.44,overcast clouds,7.4167,81.8167,VS Villa
572,San Cristobal,VE,75.38,broken clouds,7.7669,-72.225,Pirineos
573,Sapele,NG,78.71,overcast clouds,5.8941,5.6767,Movig Hotel & Suites
574,Ormara,PK,79.75,overcast clouds,25.2088,64.6357,Kenara Colony house for Rent
575,Waddan,LY,65.82,clear sky,29.1614,16.139,محل الشريف محمد العايب
576,Sitka,US,44.49,broken clouds,57.0531,-135.33,Westmark Sitka
578,Conceicao Do Araguaia,BR,78.89,overcast clouds,-8.2578,-49.2647,Tarumã Tropical Hotel
579,Nanakuli,US,82.35,clear sky,21.3906,-158.1547,Camp Pālehua
580,Teguise,ES,59.22,clear sky,29.0605,-13.564,B&B La Casona de Nazaret
581,Nuevo Progreso,MX,72.54,clear sky,23.1667,-97.95,Balneario Rio el Paraiso
582,Petauke,ZM,63.36,broken clouds,-14.2426,31.3253,Kwamwanja Wanthu
583,Menongue,AO,61.41,clear sky,-14.6585,17.691,Ritz Lauca
584,Wonthaggi,AU,72.82,overcast clouds,-38.6044,145.5913,Wonthaggi Caravans & Trailers
585,Pandaria,IN,80.04,clear sky,22.2333,81.4167,"SC,ST Hostel,Samrupara"
586,Port-Gentil,GA,78.53,overcast clouds,-0.7193,8.7815,Fengshui Residence
587,Lazaro Cardenas,MX,78.53,overcast clouds,17.9583,-102.2,HOTEL QUINTA ANTIGUA
588,Tarakan,ID,81.9,few clouds,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
590,Mocuba,MZ,68.25,few clouds,-16.8392,36.9856,Phama Lodge
591,Shache,CN,63.41,clear sky,38.4167,77.2406,Delong Hotel
592,Andrews,US,81.66,clear sky,32.3187,-102.5457,Days Inn by Wyndham Andrews Texas
593,Sumenep,ID,81.81,overcast clouds,-7.0167,113.8667,OYO 3271 Homestay Pandian
594,Alyangula,AU,91.27,overcast clouds,-13.8483,136.4192,Groote Eylandt Lodge
595,Nemours,FR,34.16,scattered clouds,48.2751,2.6908,ibis Nemours
596,Quatre Cocos,MU,75.31,scattered clouds,-20.2078,57.7625,Sunrise Attitude Hotel
597,Juruti,BR,75.81,overcast clouds,-2.1522,-56.0922,Pousada Marupiara
598,Havre-Saint-Pierre,CA,32.36,mist,50.2334,-63.5986,Auberge Niapiskau
599,Denpasar,ID,83.86,few clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2
600,Semikarakorsk,RU,48.69,broken clouds,47.5194,40.8112,"The recreation center ""Cossack Quay"""
602,Beaverton,US,50.54,broken clouds,45.4871,-122.8037,Best Western Portland West Beaverton
603,Shimoda,JP,74.1,clear sky,34.6667,138.95,Shimoda Tokyu Hotel
604,Kudymkar,RU,36.18,overcast clouds,59.0173,54.656,Хостел #1 Кудымкар
605,Coracora,PE,50.77,overcast clouds,-15.0333,-73.7833,Hotel Universo
606,Mount Isa,AU,92.97,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
607,Zabid,YE,79.75,clear sky,14.1951,43.3152,مغرب التريبه
608,Lata,PT,51.08,overcast clouds,40.1629,-8.3327,Casa Maquia
609,Rocha,UY,65.75,overcast clouds,-34.4833,-54.3333,Hotel Arrarte
610,Bilma,NE,82.67,clear sky,18.6853,12.9164,Expeditions Ténére voyages
613,Sorkjosen,NO,33.8,overcast clouds,69.8,20.9333,Reisafjord Hotel AS
614,Oudtshoorn,ZA,50.36,clear sky,-33.5907,22.2014,Earthbound Guest House
615,Kawhia,NZ,71.51,clear sky,-38.0651,174.8183,Kawhia Beachside Scape Holiday Park
616,Juneau,US,44.6,broken clouds,58.3019,-134.4197,"Baranof Downtown, BW Signature Collection"
617,Praya,CV,70.34,clear sky,14.9215,-23.5087,LT Aparthotel
618,Hervey Bay,AU,80.02,broken clouds,-25.2986,152.8535,Shelly Bay Resort
619,Oroville,US,75.2,clear sky,39.5138,-121.5564,"Holiday Inn Express & Suites Oroville Lake, an IHG Hotel"
621,Orchard Homes,US,41.59,overcast clouds,46.8633,-114.0484,Broadway Inn Missoula
623,Roman,RO,43.43,overcast clouds,46.9167,26.9167,MOTEL CASA ROMASCANA
624,Madang,PG,84.07,broken clouds,-5.2246,145.7966,Comfort Inn Hotel
628,Bandarban,BD,80.31,clear sky,22.1965,92.2262,"Hilltop, Hafazgona, Bandarban"
629,Turayf,SA,53.85,clear sky,31.6725,38.6637,Turaif
630,Santa Rosa,PH,86.09,overcast clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
631,Caucaia,BR,80.55,scattered clouds,-3.7361,-38.6531,M.O.S. Logística - Filial Fortaleza
632,Ferkessedougou,CI,80.19,broken clouds,9.6,-5.2,Hotel Chateau
633,Talusan,PH,81.36,overcast clouds,7.4267,122.8103,Niesas Lodging House
634,Bida,NG,80.62,overcast clouds,9.0833,6.0167,Royal Suite
635,Maketu,NZ,76.6,clear sky,-37.7667,176.45,Maketu Beach Holiday Park
636,Saint-Georges,GD,79.09,overcast clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
637,Pando,UY,68.09,clear sky,-34.7167,-55.95,viviendas mvotma
638,Zheleznodorozhnyy,RU,45.14,overcast clouds,55.7503,38.0042,Hotel Dali
639,San Jose,US,74.88,smoke,37.3394,-121.895,The Westin San Jose
641,Sijunjung,ID,81.82,broken clouds,-0.6876,100.9537,Hotel Bukik Gadang
642,San Ramon,US,75.42,clear sky,37.7799,-121.978,San Ramon Marriott
643,Arauca,CO,82.36,overcast clouds,7.0847,-70.7591,Hotel Verano Plaza
645,Orlik,RU,18.48,overcast clouds,52.5178,99.825,Gostevoy Dom Mini Gostinitsa
646,Melilla,ES,53.98,clear sky,35.2937,-2.9383,Hotel Anfora
647,Namatanai,PG,85.53,broken clouds,-3.6667,152.4333,Seagulls Inn Namatani
648,Haines Junction,CA,33.75,broken clouds,60.7522,-137.5108,Parkside Inn
649,Sawakin,SD,78.3,clear sky,19.1059,37.3321,فندق الدويم
650,Champaign,US,44.67,clear sky,40.1334,-88.2001,"Comfort Suites Urbana Champaign, University Area"
651,Linshui,CN,83.97,clear sky,36.4247,114.2047,Fengfeng Dianchang Hotel
652,Kem,RU,31.01,broken clouds,64.9555,34.5793,Kuzova
653,Seguela,CI,72.55,broken clouds,7.9611,-6.6731,Hotel le Carrefour
654,Luzilandia,BR,73.38,moderate rain,-3.4578,-42.3703,Pousada Pontes
655,Portoferraio,IT,51.58,clear sky,42.8115,10.3146,Hotel Villa Ombrosa
656,Nayoro,JP,50.09,overcast clouds,44.3506,142.4578,名寄 大雪荘
657,Mahon,ES,46.96,scattered clouds,39.8885,4.2658,ARTIEM Capri
658,Ust-Ordynskiy,RU,35.29,overcast clouds,52.805,104.7508,Hotel Metelitsa
659,Verkhnevilyuysk,RU,25.74,overcast clouds,63.4453,120.3167,Gostinitsa Mila
660,Lerik,AZ,45.32,overcast clouds,38.7726,48.4128,9 QARDAŞ
661,Pauini,BR,73.94,overcast clouds,-7.7136,-66.9764,Casa do Kiwliks
662,Vaitape,PF,82.31,light rain,-16.5167,-151.75,Conrad Bora Bora Nui
663,Dalvik,IS,22.93,overcast clouds,65.9702,-18.5286,Dalvík HI Hostel
664,Epe,NG,78.06,overcast clouds,6.5841,3.9834,MAGVILLE HOTEL
665,Falmouth,GB,40.1,broken clouds,50.1544,-5.0711,The Falmouth Hotel
666,Yarmouth,US,48.25,clear sky,41.7057,-70.2286,Blue Rock Resort
667,Itoman,JP,77.38,broken clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
668,Sola,VU,82.49,few clouds,-13.8833,167.55,Leumerus Bungalows
670,Sibu,MY,77.31,scattered clouds,2.3,111.8167,RH HOTEL (4 Star)
671,Kaduqli,SD,85.75,broken clouds,11.0167,29.7167,Nussyba
672,Safranbolu,TR,52.79,overcast clouds,41.2508,32.6942,GuleviSafranbolu Hotel
673,Axim,GH,80.28,overcast clouds,4.8699,-2.2405,Axim Beach Resort And Spa
674,Pasni,PK,79.52,overcast clouds,25.2631,63.471,Kashmiri Hotal
675,Noyabrsk,RU,9.77,overcast clouds,63.1994,75.4507,Hotel Uyutnaya
676,Balabac,PH,79.59,light rain,7.9868,117.0645,Batalla’s Lodging House
677,Smithers,CA,37.72,few clouds,54.7804,-127.1743,"Prestige Hudson Bay Lodge, Premier Collection"
678,Povenets,RU,32.85,snow,62.8487,34.8262,Eko Otel' Bol'shaya Medveditsa
679,Kendari,ID,83.61,overcast clouds,-3.945,122.4989,Hotel Wixel
681,Ilo,PE,66.56,scattered clouds,-17.6394,-71.3375,Torreblanca Hotel
682,Massaguet,TD,87.01,overcast clouds,12.4755,15.4365,Alwatane
684,Port Hedland,AU,89.65,clear sky,-20.3167,118.5667,The Esplanade Hotel
685,Ketchikan,US,42.78,broken clouds,55.3422,-131.6461,Snow's Cove Lodge
