City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
383,Saint-Joseph,-21.3667,55.6167,77.38,86,50,8.46,RE,2022-04-05 18:39:51
384,Bambous Virieux,-20.3428,57.7575,79.05,94,75,9.22,MU,2022-04-05 18:39:51
385,Namibe,-15.1961,12.1522,70.57,80,4,8.03,AO,2022-04-05 18:39:52
386,Timizart,36.8,4.2667,55.13,93,100,2.44,DZ,2022-04-05 18:39:52
387,Strezhevoy,60.7333,77.5889,38.25,97,100,12.97,RU,2022-04-05 18:39:52
388,Makakilo City,21.3469,-158.0858,75.52,70,75,8.05,US,2022-04-05 18:39:53
389,Rio Branco,-9.9747,-67.81,88.41,70,40,2.3,BR,2022-04-05 18:37:39
390,Sisimiut,66.9395,-53.6735,28.36,92,83,4.61,GL,2022-04-05 18:39:53
391,Margate,51.3813,1.3862,55.11,67,17,1.01,GB,2022-04-05 18:35:39
392,Tunduma,-9.3,32.7667,59.16,94,18,3.0,TZ,2022-04-05 18:39:54
393,Xining,36.6167,101.7667,44.26,38,14,2.28,CN,2022-04-05 18:39:54
394,Ambilobe,-13.2,49.05,75.09,94,100,1.88,MG,2022-04-05 18:39:54
395,Alice Springs,-23.7,133.8833,69.22,32,13,0.0,AU,2022-04-05 18:39:55
396,Zemio,5.0314,25.1361,71.29,88,37,3.47,CF,2022-04-05 18:39:55
397,Pangnirtung,66.1451,-65.7125,10.4,79,75,5.75,CA,2022-04-05 18:39:55
398,La Ronge,55.1001,-105.2842,43.05,49,40,17.27,CA,2022-04-05 18:37:05
399,Taltal,-25.4,-70.4833,71.28,58,33,6.87,CL,2022-04-05 18:39:56
400,Marsa Matruh,31.3525,27.2453,89.8,12,51,5.75,EG,2022-04-05 18:39:56
401,Port Hardy,50.6996,-127.4199,46.4,81,75,11.5,CA,2022-04-05 18:39:56
402,Narsaq,60.9167,-46.05,44.82,69,30,3.94,GL,2022-04-05 18:39:57
403,Dudinka,69.4058,86.1778,19.53,79,94,15.1,RU,2022-04-05 18:39:57
404,Nahrin,36.0649,69.1334,66.45,29,0,3.89,AF,2022-04-05 18:39:57
405,Atar,20.5169,-13.0499,89.65,31,0,6.91,MR,2022-04-05 18:39:58
406,Mhlambanyatsi,-26.45,31.0167,59.04,56,0,5.46,SZ,2022-04-05 18:39:58
407,Kodiak,57.79,-152.4072,33.31,69,0,0.0,US,2022-04-05 18:39:58
408,Bud,39.447,-86.1758,53.67,95,100,9.64,US,2022-04-05 18:39:59
409,Belomorsk,64.5232,34.7668,34.59,84,100,15.19,RU,2022-04-05 18:39:59
410,Santa Maria,-29.6842,-53.8069,76.3,69,75,9.22,BR,2022-04-05 18:39:59
411,Spring Hill,28.4769,-82.5255,89.06,59,40,20.71,US,2022-04-05 18:38:35
412,Conde,-7.2597,-34.9075,83.66,74,40,13.8,BR,2022-04-05 18:40:00
413,Saint-Denis,48.9167,2.3333,55.08,82,100,10.36,FR,2022-04-05 18:37:04
414,Labuan,5.2767,115.2417,77.36,94,40,0.0,MY,2022-04-05 18:36:19
415,Molteno,-31.3968,26.3625,52.16,45,0,7.67,ZA,2022-04-05 18:41:00
416,Waddan,29.1614,16.139,91.08,8,6,3.06,LY,2022-04-05 18:41:01
417,Berdigestyakh,62.0989,126.6992,2.01,94,100,7.34,RU,2022-04-05 18:41:01
418,Longyearbyen,78.2186,15.6401,10.24,61,0,16.11,SJ,2022-04-05 18:41:01
419,Aswan,24.0934,32.907,94.3,7,0,8.05,EG,2022-04-05 18:41:02
420,Nizwa,22.9333,57.5333,80.6,14,0,5.35,OM,2022-04-05 18:41:02
421,Tateyama,34.9833,139.8667,57.58,80,100,4.88,JP,2022-04-05 18:41:02
422,Naples,40.8333,14.25,56.77,63,0,8.05,IT,2022-04-05 18:39:56
423,Agdam,39.991,46.9274,56.41,50,96,3.8,AZ,2022-04-05 18:41:03
424,Adzhamka,48.5424,32.5354,43.7,66,99,15.37,UA,2022-04-05 18:41:03
425,La Paz,-16.5,-68.15,58.98,50,40,5.75,BO,2022-04-05 18:40:12
426,Honningsvag,70.9821,25.9704,29.95,74,100,27.63,NO,2022-04-05 18:41:04
427,Korla,41.7597,86.1469,61.39,24,2,3.51,CN,2022-04-05 18:41:04
428,Huarmey,-10.0681,-78.1522,75.24,72,16,11.16,PE,2022-04-05 18:41:04
429,Hays,30.0502,-98.0336,94.24,40,0,5.01,US,2022-04-05 18:40:33
430,Sorland,67.667,12.6934,31.86,65,100,28.99,NO,2022-04-05 18:41:05
431,Oropesa,-13.5928,-71.7719,69.66,34,75,4.61,PE,2022-04-05 18:41:05
432,Bokovskaya,49.229,41.8306,41.18,53,100,8.05,RU,2022-04-05 18:41:05
433,Mount Kisco,41.2043,-73.7271,59.68,44,75,8.05,US,2022-04-05 18:41:06
434,Vila Velha,-20.3297,-40.2925,89.55,73,0,14.97,BR,2022-04-05 18:39:16
435,Alyangula,-13.8483,136.4192,75.07,94,1,1.14,AU,2022-04-05 18:41:06
436,Nome,64.5011,-165.4064,5.07,61,75,27.63,US,2022-04-05 18:40:39
437,Guerrero Negro,27.9769,-114.0611,74.01,45,0,6.26,MX,2022-04-05 18:41:07
438,Lac Du Bonnet,50.2536,-96.0612,42.69,74,100,13.2,CA,2022-04-05 18:41:07
439,Walvis Bay,-22.9575,14.5053,61.75,82,0,6.91,NA,2022-04-05 18:41:07
440,Sembakung,3.8167,117.25,73.38,98,100,4.32,ID,2022-04-05 18:41:08
441,Champerico,14.3,-91.9167,93.74,58,4,13.06,GT,2022-04-05 18:41:08
442,Tagusao,9.1924,117.8141,78.96,87,100,5.19,PH,2022-04-05 18:41:08
443,Frederico Westphalen,-27.3592,-53.3944,78.76,58,14,1.43,BR,2022-04-05 18:38:06
444,Huilong,31.8111,121.655,51.93,73,66,3.2,CN,2022-04-05 18:41:09
445,Acapulco,16.8634,-99.8901,82.22,65,0,11.5,MX,2022-04-05 18:36:23
446,Nurota,40.5614,65.6886,72.48,22,90,8.57,UZ,2022-04-05 18:41:09
447,Coahuayana,18.7333,-103.6833,85.96,43,36,8.14,MX,2022-04-05 18:41:09
448,Lubliniec,50.669,18.6844,43.5,93,100,13.0,PL,2022-04-05 18:41:10
449,Kununurra,-15.7667,128.7333,75.18,88,31,1.14,AU,2022-04-05 18:41:10
450,Asnaes,55.8123,11.5013,40.1,73,99,11.01,DK,2022-04-05 18:41:10
451,Nuuk,64.1835,-51.7216,34.41,86,75,5.75,GL,2022-04-05 18:41:11
452,Tamandare,-8.7597,-35.1047,81.46,73,100,7.49,BR,2022-04-05 18:41:11
453,Kiama,-34.6833,150.8667,66.38,91,100,1.99,AU,2022-04-05 18:41:11
454,Kismayo,-0.3582,42.5454,80.92,82,10,14.61,SO,2022-04-05 18:41:12
455,Lasa,46.6166,10.7002,52.68,93,60,4.79,IT,2022-04-05 18:41:12
456,Bardiyah,31.7561,25.0865,74.26,39,90,13.67,LY,2022-04-05 18:41:12
457,Bilibino,68.0546,166.4372,-17.34,91,15,4.0,RU,2022-04-05 18:41:13
458,Ibipeba,-11.6408,-42.0111,91.4,27,26,9.86,BR,2022-04-05 18:41:13
459,Bathsheba,13.2167,-59.5167,84.81,61,40,9.22,BB,2022-04-05 18:41:14
460,Morondava,-20.2833,44.2833,79.45,65,0,8.48,MG,2022-04-05 18:41:14
461,Sambava,-14.2667,50.1667,78.04,90,100,9.06,MG,2022-04-05 18:42:14
462,Hofn,64.2539,-15.2082,30.29,56,18,22.01,IS,2022-04-05 18:42:15
463,Soavinandriana,-19.1667,46.7333,60.73,80,50,1.79,MG,2022-04-05 18:42:15
464,Harper,4.375,-7.7169,82.17,83,38,10.18,LR,2022-04-05 18:42:15
465,Fergus Falls,46.283,-96.0776,49.26,81,40,23.02,US,2022-04-05 18:42:16
466,Shimoda,34.6667,138.95,54.1,76,100,8.5,JP,2022-04-05 18:42:16
467,Hwange,-18.3693,26.5019,73.04,71,32,1.7,ZW,2022-04-05 18:42:17
468,Minab,27.1467,57.0801,79.75,53,0,4.0,IR,2022-04-05 18:42:17
469,Serik,36.9169,31.0989,64.65,63,62,3.0,TR,2022-04-05 18:42:17
470,Perivolion,39.4206,20.0147,58.55,76,7,8.5,GR,2022-04-05 18:42:18
471,Mizan Teferi,6.9833,35.5833,66.99,66,24,2.82,ET,2022-04-05 18:42:18
472,Aklavik,68.2191,-135.0107,-7.6,59,20,5.75,CA,2022-04-05 18:42:18
473,Merauke,-8.4667,140.3333,78.62,86,90,4.7,ID,2022-04-05 18:42:19
474,Perth,-31.9333,115.8333,63.09,70,0,11.5,AU,2022-04-05 18:40:38
475,Magan,39.9683,-3.931,46.92,81,100,10.54,ES,2022-04-05 18:42:19
476,Rimbey,52.6334,-114.2353,43.32,39,85,25.12,CA,2022-04-05 18:42:20
477,Olecko,54.0337,22.507,30.9,76,98,6.71,PL,2022-04-05 18:42:20
478,Zaozerne,45.1582,33.2787,45.16,88,25,17.52,UA,2022-04-05 18:42:20
479,Benguela,-12.5763,13.4055,75.25,86,69,5.55,AO,2022-04-05 18:42:21
480,Fernley,39.608,-119.2518,61.7,33,6,11.01,US,2022-04-05 18:41:41
481,Wismar,53.9,11.4667,42.26,89,100,1.99,DE,2022-04-05 18:40:05
482,Hoi An,15.8794,108.335,71.56,89,100,8.32,VN,2022-04-05 18:42:21
483,Zhuanghe,39.7008,122.9911,42.12,30,16,11.03,CN,2022-04-05 18:42:22
484,Balclutha,-46.2339,169.75,48.85,85,100,8.05,NZ,2022-04-05 18:42:22
485,Aranos,-24.1333,19.1167,72.0,17,0,8.41,NA,2022-04-05 18:42:23
486,Elat,29.5581,34.9482,91.24,9,59,11.5,IL,2022-04-05 18:42:23
487,Charlottesville,38.0293,-78.4767,68.34,51,100,3.44,US,2022-04-05 18:41:12
488,Japura,-0.3167,102.35,72.64,99,31,1.12,ID,2022-04-05 18:42:23
489,Quime,-16.9833,-67.2167,60.57,65,69,7.74,BO,2022-04-05 18:42:24
490,North Bend,43.4065,-124.2243,53.24,80,100,6.91,US,2022-04-05 18:42:24
491,Luzhou,28.8724,105.4405,61.75,80,100,2.39,CN,2022-04-05 18:42:24
492,Xai-Xai,-25.0519,33.6442,78.8,70,23,11.81,MZ,2022-04-05 18:42:24
493,Trelew,-43.249,-65.3051,78.21,28,49,25.95,AR,2022-04-05 18:42:25
494,Thinadhoo,0.5333,72.9333,82.45,73,13,4.09,MV,2022-04-05 18:42:25
495,Nizhniy Odes,63.6445,54.856,8.22,99,69,4.25,RU,2022-04-05 18:42:26
496,Channel-Port Aux Basques,47.5702,-59.1367,30.76,93,100,27.0,CA,2022-04-05 18:42:26
497,Uige,-7.6087,15.0613,68.92,96,94,1.05,AO,2022-04-05 18:42:26
498,Talcahuano,-36.7167,-73.1167,60.12,75,13,12.53,CL,2022-04-05 18:40:15
499,Tecoanapa,16.5167,-98.75,84.33,53,0,11.79,MX,2022-04-05 18:42:27
500,Asyut,27.181,31.1837,91.58,7,6,8.72,EG,2022-04-05 18:42:27
501,Havre-Saint-Pierre,50.2334,-63.5986,33.8,69,100,17.27,CA,2022-04-05 18:42:28
502,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,76.42,96,100,2.24,BR,2022-04-05 18:42:28
503,Marsabit,2.3284,37.9899,76.91,44,25,9.64,KE,2022-04-05 18:42:28
504,Arlit,18.7369,7.3853,93.94,5,36,11.97,NE,2022-04-05 18:42:28
505,Nata,8.3333,-80.5167,85.87,59,100,12.21,PA,2022-04-05 18:42:29
506,Green River,41.5286,-109.4662,37.8,35,100,38.36,US,2022-04-05 18:42:29
507,Tura,25.5198,90.2201,72.79,82,7,6.38,IN,2022-04-05 18:40:12
508,Jizan,17.3333,42.6667,86.94,40,0,4.47,SA,2022-04-05 18:43:30
509,Te Anau,-45.4167,167.7167,47.5,82,24,5.03,NZ,2022-04-05 18:43:30
510,Mitsamiouli,-11.3847,43.2844,81.93,76,2,7.56,KM,2022-04-05 18:43:30
511,Verkh-Chebula,56.0308,87.6218,43.92,75,100,13.2,RU,2022-04-05 18:43:31
512,Bonavista,48.6499,-53.1147,35.08,92,100,15.93,CA,2022-04-05 18:43:31
513,Nhulunbuy,-12.2333,136.7667,79.41,89,12,3.44,AU,2022-04-05 18:43:31
514,Port Hawkesbury,45.6169,-61.3485,37.72,79,40,19.57,CA,2022-04-05 18:43:31
515,Dalbandin,28.8947,64.4101,79.7,7,0,5.93,PK,2022-04-05 18:43:32
516,Iquique,-20.2208,-70.1431,72.37,72,98,10.4,CL,2022-04-05 18:43:32
517,Parksville,49.3163,-124.3195,51.1,79,57,20.71,CA,2022-04-05 18:39:44
518,Kashi,39.4547,75.9797,65.41,20,0,8.95,CN,2022-04-05 18:43:33
519,Karratha,-20.7377,116.8463,82.58,63,0,9.13,AU,2022-04-05 18:43:33
520,Sept-Iles,50.2001,-66.3821,37.92,35,40,9.22,CA,2022-04-05 18:38:36
521,Doncaster,53.5233,-1.1369,53.89,68,75,19.57,GB,2022-04-05 18:43:33
522,Las Matas De Farfan,18.8731,-71.5166,91.06,30,26,4.27,DO,2022-04-05 18:43:34
523,Comodoro Rivadavia,-45.8667,-67.5,58.86,72,0,11.5,AR,2022-04-05 18:39:07
524,Malakal,9.5334,31.6605,93.81,29,3,3.4,SS,2022-04-05 18:43:34
525,Cururupu,-1.8283,-44.8683,75.76,95,100,4.03,BR,2022-04-05 18:43:35
526,Wilmington,34.2257,-77.9447,78.71,53,20,18.41,US,2022-04-05 18:43:35
527,Naryan-Mar,67.6713,53.087,-2.45,100,98,6.78,RU,2022-04-05 18:43:35
528,Dogondoutchi,13.6393,4.0287,96.31,16,99,8.86,NE,2022-04-05 18:43:36
529,Burgeo,47.6167,-57.6152,34.74,82,100,24.65,CA,2022-04-05 18:43:36
530,Shasta Lake,40.6804,-122.3708,61.75,27,5,1.99,US,2022-04-05 18:43:36
531,Inyonga,-6.7167,32.0667,67.5,82,25,1.45,TZ,2022-04-05 18:43:37
532,Pak Phanang,8.3511,100.202,76.66,90,100,2.33,TH,2022-04-05 18:43:37
533,Tiarei,-17.5333,-149.3333,84.22,79,18,24.96,PF,2022-04-05 18:43:37
534,Elmira,42.0898,-76.8077,64.92,36,0,4.61,US,2022-04-05 18:43:37
535,Yerbogachen,61.2767,108.0108,14.61,96,100,3.06,RU,2022-04-05 18:43:38
536,Brewster,41.3973,-73.6171,61.66,44,75,9.22,US,2022-04-05 18:43:38
537,Yeppoon,-23.1333,150.7333,71.38,75,6,13.18,AU,2022-04-05 18:43:38
538,Umm Kaddadah,13.6017,26.6876,88.7,13,0,12.46,SD,2022-04-05 18:43:39
539,Mwinilunga,-11.7358,24.4293,63.25,91,50,2.06,ZM,2022-04-05 18:43:39
540,Wladyslawowo,54.7909,18.4009,38.75,72,87,14.94,PL,2022-04-05 18:43:39
541,Khawhai,23.3667,93.1167,55.63,92,5,2.01,IN,2022-04-05 18:43:40
542,Kaduna,10.5222,7.4383,91.81,17,100,4.83,NG,2022-04-05 18:43:40
543,Krasnoselkup,65.7,82.4667,34.3,99,100,24.4,RU,2022-04-05 18:43:40
544,Tucupita,9.0622,-62.051,85.59,61,54,8.1,VE,2022-04-05 18:43:41
545,Quatre Cocos,-20.2078,57.7625,78.91,85,98,11.63,MU,2022-04-05 18:43:41
546,Sao Jose Da Coroa Grande,-8.8978,-35.1478,81.25,74,100,8.03,BR,2022-04-05 18:43:41
547,Gubkinskiy,64.434,76.5026,35.46,99,100,23.6,RU,2022-04-05 18:43:42
548,Inirida,3.8653,-67.9239,80.78,90,100,2.57,CO,2022-04-05 18:43:42
549,Haradok,55.4624,29.9816,32.23,80,100,10.89,BY,2022-04-05 18:43:42
550,Bangkal,6.0667,121.0667,75.52,92,100,2.71,PH,2022-04-05 18:43:42
551,San Jeronimo,-11.9472,-75.2829,58.55,62,100,4.85,PE,2022-04-05 18:43:43
552,Praya,14.9215,-23.5087,75.74,57,20,20.71,CV,2022-04-05 18:43:43
553,Igarka,67.4667,86.5833,26.15,95,100,17.4,RU,2022-04-05 18:43:43
554,Bowen,-20.0167,148.2333,70.75,91,79,6.42,AU,2022-04-05 18:43:44
555,Southbridge,42.0751,-72.0334,61.36,42,15,3.0,US,2022-04-05 18:43:44
556,Talaya,61.3833,152.75,-10.25,100,99,2.13,RU,2022-04-05 18:43:44
557,Kamaishi,39.2667,141.8833,43.68,89,100,8.7,JP,2022-04-05 18:44:45
558,Aksarka,66.5606,67.7975,16.23,93,100,25.61,RU,2022-04-05 18:44:45
559,Hualmay,-11.0964,-77.6139,74.52,72,52,10.29,PE,2022-04-05 18:44:45
560,Janesville,42.6828,-89.0187,52.72,70,75,17.27,US,2022-04-05 18:44:46
561,San Rafael,-34.6177,-68.3301,81.91,18,1,6.31,AR,2022-04-05 18:42:55
562,Powell,40.1578,-83.0752,58.28,77,75,10.36,US,2022-04-05 18:44:46
563,Praia Da Vitoria,38.7333,-27.0667,62.85,72,40,7.96,PT,2022-04-05 18:44:46
564,Northam,51.0333,-4.2167,50.4,86,100,21.18,GB,2022-04-05 18:44:47
565,Belaya Gora,68.5333,146.4167,-29.02,100,60,2.15,RU,2022-04-05 18:44:47
566,Aksu,41.1231,80.2644,62.42,23,0,4.16,CN,2022-04-05 18:44:47
567,Chiredzi,-21.05,31.6667,80.8,58,77,6.64,ZW,2022-04-05 18:44:48
568,Beloha,-25.1667,45.05,74.44,79,99,2.33,MG,2022-04-05 18:44:48
569,Eureka,40.8021,-124.1637,55.2,73,6,10.0,US,2022-04-05 18:44:48
570,Teberda,43.4456,41.7448,37.04,91,100,9.31,RU,2022-04-05 18:44:49
571,Twentynine Palms,34.1356,-116.0542,85.84,19,0,7.0,US,2022-04-05 18:44:49
572,Tombouctou,20.0,-3.0,93.09,9,0,8.43,ML,2022-04-05 18:44:49
573,Pokrovsk,48.282,37.1758,39.16,56,100,15.86,UA,2022-04-05 18:44:49
574,Tulum,20.2167,-87.4667,86.54,64,8,12.3,MX,2022-04-05 18:44:50
